Player Name,Player ID,Team,Overall Grade,Solo Tackles,Assists,Forced Fumbles,Sacks,Interceptions,Offense Snaps Played,Penalties,Sacks Allowed,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Yards Per Reception,Carries,Rushing Yards,Rushing Touchdowns,Yards Per Attempt,Fumbles,Dropbacks,Attempts,Passing Yards,Passing Touchdowns,Punts,Punt Gross Avg.,Long,Pinned Inside the 20,Kickoffs,FG Attempted,FG Made,50+ FG Attempted,50+ FG Made,PAT Attempted,PAT Made
Rob Mccray,28474,DET,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akrum Wadley,28564,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Ankrah,28584,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Moreland,28704,NYJ,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deshon Elliott,28854,MIA,74.4,37.0,15.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Macginnis,28574,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Herbig,28844,,67.6,,,,,,156.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Cooke,29214,JAX,,,,,,,,,,,,,,,,,,,,,,,,46.0,47.3,62.0,26.0,0.0,,,,,,
Phil Haynes,29244,SEA,52.0,,,,,,437.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
Colton Mckivitz,29314,SF,59.2,,,,,,747.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
Quintez Cephus,29614,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanner Carew,29994,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dangelo Amos,30344,DET,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordell Volson,30614,CIN,56.0,,,,,,756.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nico Evans,30864,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Light,31454,DAL,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Khalen Saunders,31534,NO,58.5,24.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luther Kirk,32644,CLV,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erick Wren,32654,LAC,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Finke,33014,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parker Romo,33384,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shakial Taylor,33464,PHI,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Davis,33884,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Love,34044,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Guyton,34164,LAC,47.1,,,,,,,,,17.0,6.0,50.0,1.0,8.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Chase Litton,34874,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence Cager,34914,NYG,57.9,,,,,,,,,4.0,3.0,27.0,1.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Alec Ingold,34934,MIA,50.1,,,,,,,,,11.0,9.0,76.0,0.0,,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jj Arcega Whiteside,35014,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Harris,35134,BUF,76.5,,,,,,,,,2.0,2.0,16.0,0.0,,23.0,94.0,1.0,4.1,0.0,,,,,,,,,,,,,,,
Nick Brossette,35314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Spears,35464,CIN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Willekes,35624,MIN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyshun Render,35744,MIA,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tae Crowder,35774,LAC,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Wright,36004,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheyenne Ogrady,36344,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Robinson,36434,IND,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Good Jones,36624,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cj Toogood,36814,BLT,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Taylor,36974,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrek Tuszka,37724,LAC,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashard Davis,38044,NYJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyler Murray,38334,,68.5,,,,,2.0,,,,,,,,,,,3.0,,,150.0,130.0,864.0,3.0,,,,,,,,,,,
Michael Deiter,38554,HST,55.7,,,,,,361.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Weaver,38534,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Mcdonald,38584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Dietzen,38654,GB,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Larkin,38754,CAR,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cullen Gillaspia,38844,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quarte Sapp,38864,TEN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salesi Uhatafe,38924,TB,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Steckler,39044,HST,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Gibson,39084,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Ramsey,39094,GB,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Campos,39334,DAL,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cortez Broughton,38524,BUF,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Rose,39604,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armani Rogers,40034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Asiasi,40294,CLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Oladokun,40364,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Akingbulu,40634,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Hansford,40694,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Trainer,40764,LAC,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Wattenberg,41024,DEN,60.0,,,,,,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Teven Jenkins,41534,CHI,72.5,,,,,,515.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Long,41334,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Gunnar Vogel,41644,CIN,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Mcgovern,41714,BUF,58.4,,,,,,796.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Lloyd Cushenberry,41924,DEN,71.1,,,,,,740.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Bruffy,42074,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrie Cleveland,42134,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Ragas,42174,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damon Hazelton,42194,HST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Mccollum,41974,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Osirus Mitchell,42344,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grayson Gunter,42364,JAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corbin Kaufusi,42414,SF,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Harper,42494,CIN,70.2,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedric Boswell,42504,DET,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Thomas,42544,JAX,62.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osa Odighizuwa,42754,DAL,88.3,29.0,6.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyreek Maddox Williams,42694,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristian Fulton,42894,TEN,46.4,39.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charvarius Ward,43034,SF,79.2,46.0,6.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Notree,43104,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy Williams,43254,PHI,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaydon Grant,43354,LV,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassh Maluia,43524,TEN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy Roche,43734,MIN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Jones,43974,MIN,34.0,10.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Slomka,44054,JAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Atkins,44094,NYG,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen Logan,44104,CLV,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Bradley King,44184,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Madubuike,44304,BLT,71.3,23.0,4.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leki Fotu,44614,,45.7,17.0,4.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braden Mann,44664,PHI,,,,,,,,,,,,,,,,,,,,,,,,30.0,49.17,63.0,11.0,0.0,,,,,,
Eyioma Uwazurike,45414,DEN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zech Mcphearson,45464,PHI,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalid Hill,45614,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Stephens,45644,BLT,71.4,46.0,8.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrius Guice,45664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacques Patrick,45704,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Brooks James,45764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dernest Johnson,45734,JAX,64.0,,,,,,,,,9.0,8.0,124.0,0.0,,31.0,90.0,0.0,2.9,0.0,,,,,,,,,,,,,,,
Levante Bellamy,45854,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Brewer,46014,TEN,70.7,,,,,,741.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Myles Gaskin,45914,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benny Snell,45954,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qadree Ollison,45934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Cox,46004,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aj Ouellette,45974,CLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Williams,45964,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Morris,46084,TEN,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Allen,46104,LA,58.9,,,,,,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Mahon,46194,CAR,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Little,46254,HST,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Conway,46284,DEN,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Schneider,46324,CLV,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Eason,46444,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Wolford,46454,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manny Wilkins,46604,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nic Shimonek,46594,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Asafo Adjei,46614,NYG,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Simonich,46694,TEN,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Braden Smith,46794,IND,80.8,,,,,,475.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Simmons,46744,BUF,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Oneill,46854,MIN,74.7,,,,,,801.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
Leon Johnson,46874,DEN,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Hunter,46904,LAC,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Niang,47004,KC,60.0,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Josiah Deguara,47034,GB,53.6,,,,,,,,,8.0,8.0,65.0,0.0,8.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Jake Bargas,47044,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Conklin,47124,NYJ,63.7,,,,,,,,,58.0,42.0,449.0,0.0,10.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Davis Koppenhaver,47204,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Herndon,47164,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Wilcox,47234,CIN,42.0,,,,,,,,,6.0,5.0,30.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Jared Pinkney,47214,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton Schultz,47304,HST,72.1,,,,,,,,,58.0,40.0,455.0,5.0,11.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Hayden Hurst,47294,CAR,44.7,,,,,,,,,30.0,18.0,184.0,1.0,10.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Cj Conrad,47344,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamire Jordan,47514,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cortrelle Simpson,47454,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jequez Ezzard,47664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karaun White,47784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korey Robertson,47774,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kayaune Ross,47804,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damoreea Stringfellow,47814,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dk Metcalf,47864,SEA,77.8,,,,,,,,,83.0,49.0,812.0,6.0,16.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Scotty Washington,47964,BLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Gaither,47904,BLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Henry,48004,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Johnson,48054,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monty Madaris,48154,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dequan Hampton,48114,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Parker,48124,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deebo Samuel,48274,SF,82.9,,,,,,,,,51.0,38.0,590.0,3.0,15.5,29.0,160.0,4.0,5.5,,,,,,,,,,,,,,,,
Dillon Stoner,48304,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtland Sutton,48164,DEN,74.8,,,,,,,,,73.0,50.0,642.0,9.0,12.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Kentavius Street,48404,ATL,52.9,10.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Brown,48344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Mahoungou,48334,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freedom Akinmoladun,48374,NYJ,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Vereen,48414,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Nelson,48584,DET,58.0,,,,,,85.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Lancaster,48604,DEN,52.3,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Dimick,48594,KC,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jullian Taylor,48684,MIN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Panasiuk,48824,CAR,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Gentry,48864,CLV,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Ekuale,48874,,63.1,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Bowman,48854,TB,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Ramsay,48934,TEN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owen Obasuyi,48964,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Bryant,49014,NYJ,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Queiro,49064,DAL,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Moon,49074,SEA,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Soroh,49054,KC,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santos Ramirez,49084,NYJ,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Marshall,49154,LAC,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmad Thomas,49204,ATL,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quin Blanding,49234,CAR,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominick Sanders,49274,DAL,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Stroman,49354,CHI,66.6,15.0,3.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Blackmon,49434,IND,70.9,65.0,14.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Fields,49394,SF,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylon Jones,49374,CHI,62.9,10.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Porter,49414,IND,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keion Crossen,49454,MIA,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramon Richards,49474,LA,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horace Richardson,49554,DEN,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Ya Sin,49564,BLT,64.8,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert Havili,49584,BUF,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaquille Leonard,49684,PHI,60.3,43.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayson Collins,49674,LV,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josiah Tauaefa,49714,NYG,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaire Franklin,49834,IND,59.4,100.0,20.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Thomas,49844,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bj Hill,49894,CIN,62.4,18.0,10.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Lamar,49864,DET,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olive Sagapolu,49994,PHI,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Boyette,50004,DEN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uchenna Nwosu,50084,SEA,68.5,12.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garret Dooley,50074,DET,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aj Jefferson,50114,ATL,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesse Aniebonam,50204,HST,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olasunkanmi Adeniyi,50154,TEN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquis Haynes,50244,CAR,71.7,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Womac,50184,LA,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naashon Hughes,50234,GB,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Horton,50454,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davante Davis,50384,SEA,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aj Green,50394,CLV,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holton Hill,50414,CIN,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessuan Austin,50434,ATL,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Facyson,50564,LV,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parris Bennett,50764,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Cabinda,50714,DET,40.4,,,,,,,,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Malik Jefferson,50884,DAL,44.1,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Okereke,50954,NYG,82.2,83.0,29.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Williams,50934,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Motuapuaka,50904,JAX,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Chachere,51194,,64.4,17.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell Edmunds,51334,TEN,58.6,30.0,4.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armani Watts,51264,IND,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micah Abernathy,51344,ATL,54.8,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khari Willis,51304,IND,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trayvon Henderson,51394,CIN,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Miller,51594,NYJ,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Morrow,51674,PHI,71.5,44.0,11.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Kipper,52054,BLT,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
